resume_text,openness,conscientiousness,extraversion,agreeableness,emotional_stability
"Web Developer resume. Computer Science degree. Skills: React, NLP, Git, C++, AWS, Java. Experience: delivered 1 projects. Highlights: innovative ideas; attention to detail; structured documentation; team workshops; mentoring peers; empathetic communication; cross-functional collaboration; steady decision making.",41,62,42,79,52
"Machine Learning Intern resume. Bachelor of Technology. Skills: Python, AWS, React, Git. Experience: delivered 1 projects. Highlights: learning new technologies; attention to detail; structured documentation; stakeholder engagement; conflict resolution; team support; calm under pressure; adaptable execution; steady decision making.",36,59,43,50,84
"Data Analyst resume. Master of Computer Applications. Skills: Git, AWS, C++, JavaScript, SQL, Java, Machine Learning, Docker. Experience: delivered 1 projects. Highlights: learning new technologies; reliable delivery; attention to detail; community events; client presentations; public speaking; empathetic communication; team support; resilient problem solving.",54,67,64,55,56
"Business Analyst resume. Computer Science degree. Skills: Docker, JavaScript, AWS, Power BI, Git, Java. Experience: delivered 1 projects. Highlights: innovative ideas; learning new technologies; reliable delivery; public speaking; conflict resolution; team support; adaptable execution.",59,41,36,67,56
"Product Associate resume. Computer Science degree. Skills: SQL, Git, Python, Java, AWS, Machine Learning, Power BI. Experience: delivered 1 projects. Highlights: creative experimentation; structured documentation; public speaking; empathetic communication; deadline management.",40,43,39,47,38
"Product Associate resume. Bachelor of Technology. Skills: Machine Learning, Excel, NLP, JavaScript. Experience: delivered 2 projects. Highlights: curious research; innovative ideas; creative experimentation; attention to detail; community events; team support; empathetic communication; adaptable execution.",79,42,41,54,38
"Machine Learning Intern resume. Bachelor of Technology. Skills: Java, Power BI, TensorFlow, Git, C++, Node.js, Python. Experience: delivered 5 projects. Highlights: creative experimentation; innovative ideas; learning new technologies; organized planning; structured documentation; public speaking; client presentations; team workshops; empathetic communication; calm under pressure; adaptable execution.",83,67,76,39,56
"Data Analyst resume. Bachelor of Science. Skills: React, Excel, Docker, SQL, Python. Experience: delivered 4 projects. Highlights: curious research; design thinking; organized planning; reliable delivery; public speaking; client presentations; community events; cross-functional collaboration; mentoring peers; conflict resolution; deadline management; steady decision making.",55,56,80,81,74
"Business Analyst resume. Computer Science degree. Skills: Git, C++, Docker, Java, Node.js. Experience: delivered 1 projects. Highlights: curious research; creative experimentation; design thinking; structured documentation; quality assurance; public speaking; conflict resolution; empathetic communication; mentoring peers; calm under pressure; steady decision making; deadline management.",76,52,54,75,83
"Product Associate resume. Master of Computer Applications. Skills: Node.js, Git, Docker, SQL. Experience: delivered 2 projects. Highlights: learning new technologies; design thinking; creative experimentation; organized planning; reliable delivery; stakeholder engagement; team workshops; empathetic communication; mentoring peers; team support; adaptable execution.",81,64,61,75,44
"Machine Learning Intern resume. Bachelor of Technology. Skills: Docker, C++, SQL, Git, TensorFlow, NLP, Node.js, AWS. Experience: delivered 5 projects. Highlights: learning new technologies; reliable delivery; organized planning; quality assurance; client presentations; cross-functional collaboration; adaptable execution; calm under pressure.",34,81,58,52,64
"Software Engineer resume. Master of Computer Applications. Skills: NLP, Excel, Node.js, AWS, JavaScript, React, TensorFlow. Experience: delivered 1 projects. Highlights: curious research; attention to detail; stakeholder engagement; client presentations; community events; mentoring peers; team support; empathetic communication; adaptable execution; deadline management.",38,45,88,73,63
"Machine Learning Intern resume. Bachelor of Technology. Skills: NLP, Java, C++, AWS, TensorFlow, Docker. Experience: delivered 2 projects. Highlights: creative experimentation; design thinking; attention to detail; structured documentation; stakeholder engagement; mentoring peers; adaptable execution; deadline management.",64,69,31,36,62
"Software Engineer resume. Master of Computer Applications. Skills: Docker, Java, TensorFlow, Machine Learning, React. Experience: delivered 4 projects. Highlights: curious research; organized planning; team workshops; mentoring peers; resilient problem solving.",43,35,45,47,32
"Software Engineer resume. Computer Science degree. Skills: React, C++, Node.js, NLP, Docker, Python, AWS, Power BI. Experience: delivered 4 projects. Highlights: curious research; attention to detail; structured documentation; stakeholder engagement; community events; cross-functional collaboration; deadline management.",41,65,65,30,36
"Software Engineer resume. Computer Science degree. Skills: Node.js, TensorFlow, Docker, Git. Experience: delivered 5 projects. Highlights: design thinking; innovative ideas; organized planning; structured documentation; attention to detail; stakeholder engagement; community events; client presentations; cross-functional collaboration; conflict resolution; empathetic communication; adaptable execution; steady decision making; deadline management.",57,82,67,71,83
"Product Associate resume. Master of Computer Applications. Skills: C++, Node.js, Power BI, Excel, Docker. Experience: delivered 4 projects. Highlights: creative experimentation; curious research; learning new technologies; attention to detail; structured documentation; public speaking; stakeholder engagement; empathetic communication; conflict resolution; team support; steady decision making; deadline management.",73,57,61,81,63
"Machine Learning Intern resume. Master of Computer Applications. Skills: Git, Node.js, React, Excel, Machine Learning, Python, NLP. Experience: delivered 3 projects. Highlights: creative experimentation; structured documentation; attention to detail; organized planning; team workshops; empathetic communication; adaptable execution; deadline management; calm under pressure.",42,73,52,54,73
"Business Analyst resume. Master of Computer Applications. Skills: Git, Node.js, AWS, Excel, Python. Experience: delivered 2 projects. Highlights: creative experimentation; innovative ideas; curious research; organized planning; community events; empathetic communication; cross-functional collaboration; adaptable execution.",80,40,51,71,38
"Web Developer resume. Computer Science degree. Skills: C++, AWS, JavaScript, Power BI, Node.js. Experience: delivered 5 projects. Highlights: creative experimentation; learning new technologies; curious research; organized planning; quality assurance; community events; client presentations; public speaking; cross-functional collaboration; conflict resolution; mentoring peers; calm under pressure.",79,66,75,75,41
"Web Developer resume. Computer Science degree. Skills: Node.js, Machine Learning, JavaScript, SQL, C++, AWS. Experience: delivered 3 projects. Highlights: innovative ideas; design thinking; attention to detail; organized planning; structured documentation; stakeholder engagement; mentoring peers; calm under pressure; resilient problem solving; deadline management.",69,78,38,39,71
"Machine Learning Intern resume. Master of Computer Applications. Skills: JavaScript, Excel, Python, Power BI, Machine Learning, SQL, NLP. Experience: delivered 4 projects. Highlights: design thinking; learning new technologies; creative experimentation; attention to detail; structured documentation; quality assurance; stakeholder engagement; mentoring peers; adaptable execution; steady decision making; calm under pressure.",67,79,57,49,76
"Data Analyst resume. Computer Science degree. Skills: C++, AWS, Python, Node.js, Machine Learning, NLP. Experience: delivered 4 projects. Highlights: creative experimentation; curious research; innovative ideas; organized planning; community events; public speaking; mentoring peers; deadline management; steady decision making.",86,50,60,38,51
"Business Analyst resume. Master of Computer Applications. Skills: Machine Learning, C++, Node.js, React, SQL. Experience: delivered 5 projects. Highlights: design thinking; learning new technologies; innovative ideas; reliable delivery; stakeholder engagement; team workshops; team support; cross-functional collaboration; mentoring peers; adaptable execution; steady decision making; resilient problem solving.",77,43,69,67,87
"Product Associate resume. Master of Computer Applications. Skills: TensorFlow, Machine Learning, AWS, SQL, Python, Power BI. Experience: delivered 5 projects. Highlights: creative experimentation; innovative ideas; attention to detail; reliable delivery; structured documentation; stakeholder engagement; client presentations; public speaking; cross-functional collaboration; steady decision making.",60,79,70,36,34
"Data Analyst resume. Computer Science degree. Skills: Machine Learning, NLP, React, AWS, Git, SQL. Experience: delivered 4 projects. Highlights: design thinking; curious research; learning new technologies; reliable delivery; public speaking; team workshops; mentoring peers; empathetic communication; calm under pressure.",79,28,65,54,45
"Web Developer resume. Computer Science degree. Skills: NLP, Machine Learning, Java, Docker, Node.js, C++, Git. Experience: delivered 4 projects. Highlights: learning new technologies; attention to detail; stakeholder engagement; cross-functional collaboration; team support; adaptable execution.",37,44,40,61,45
"Software Engineer resume. Computer Science degree. Skills: Power BI, JavaScript, Machine Learning, AWS. Experience: delivered 1 projects. Highlights: curious research; design thinking; learning new technologies; structured documentation; attention to detail; community events; client presentations; public speaking; empathetic communication; mentoring peers; deadline management.",74,66,81,59,46
"Product Associate resume. Bachelor of Technology. Skills: Git, Python, Excel, JavaScript, Power BI, NLP. Experience: delivered 3 projects. Highlights: design thinking; attention to detail; organized planning; public speaking; community events; team support; steady decision making.",38,60,73,41,41
"Business Analyst resume. Computer Science degree. Skills: Node.js, NLP, Git, AWS, Docker, Excel, JavaScript, Machine Learning. Experience: delivered 4 projects. Highlights: creative experimentation; organized planning; community events; team support; cross-functional collaboration; mentoring peers; deadline management; adaptable execution.",40,45,50,80,60
"Business Analyst resume. Master of Computer Applications. Skills: Java, JavaScript, Power BI, Python. Experience: delivered 5 projects. Highlights: creative experimentation; learning new technologies; curious research; attention to detail; structured documentation; public speaking; conflict resolution; cross-functional collaboration; team support; deadline management; steady decision making.",72,67,36,85,54
"Web Developer resume. Computer Science degree. Skills: Python, Node.js, Excel, React, Power BI. Experience: delivered 1 projects. Highlights: curious research; creative experimentation; innovative ideas; quality assurance; team workshops; stakeholder engagement; public speaking; cross-functional collaboration; conflict resolution; adaptable execution.",71,39,71,73,42
"Data Analyst resume. Bachelor of Science. Skills: SQL, Machine Learning, JavaScript, Node.js. Experience: delivered 3 projects. Highlights: creative experimentation; learning new technologies; organized planning; reliable delivery; attention to detail; team workshops; stakeholder engagement; cross-functional collaboration; team support; deadline management; steady decision making; calm under pressure.",62,71,51,65,66
"Software Engineer resume. Bachelor of Technology. Skills: SQL, AWS, JavaScript, Docker, Java, Node.js, Power BI. Experience: delivered 2 projects. Highlights: curious research; creative experimentation; innovative ideas; reliable delivery; team workshops; cross-functional collaboration; calm under pressure; steady decision making.",90,39,39,51,57
"Machine Learning Intern resume. Bachelor of Technology. Skills: Docker, TensorFlow, React, Python. Experience: delivered 2 projects. Highlights: learning new technologies; quality assurance; structured documentation; organized planning; public speaking; client presentations; team workshops; mentoring peers; conflict resolution; cross-functional collaboration; deadline management.",44,83,68,63,48
"Software Engineer resume. Computer Science degree. Skills: Git, Python, Java, C++, NLP, Node.js, JavaScript, Excel. Experience: delivered 3 projects. Highlights: innovative ideas; learning new technologies; curious research; organized planning; attention to detail; team workshops; public speaking; stakeholder engagement; empathetic communication; conflict resolution; team support; deadline management.",75,66,72,81,51
"Web Developer resume. Computer Science degree. Skills: Node.js, Docker, React, NLP, Machine Learning, AWS, Power BI, C++. Experience: delivered 3 projects. Highlights: curious research; innovative ideas; creative experimentation; attention to detail; community events; client presentations; team workshops; cross-functional collaboration; mentoring peers; calm under pressure; resilient problem solving.",73,51,70,56,57
"Web Developer resume. Computer Science degree. Skills: TensorFlow, JavaScript, Docker, Machine Learning. Experience: delivered 4 projects. Highlights: learning new technologies; quality assurance; reliable delivery; organized planning; team workshops; client presentations; conflict resolution; mentoring peers; calm under pressure.",45,80,50,54,45
"Web Developer resume. Master of Computer Applications. Skills: AWS, React, Git, Python, Java, Power BI, Node.js. Experience: delivered 2 projects. Highlights: creative experimentation; design thinking; structured documentation; client presentations; public speaking; team workshops; conflict resolution; team support; empathetic communication; resilient problem solving; calm under pressure; deadline management.",69,37,83,75,73
"Business Analyst resume. Bachelor of Science. Skills: SQL, Java, Node.js, NLP, Machine Learning, Git, JavaScript. Experience: delivered 5 projects. Highlights: curious research; attention to detail; structured documentation; quality assurance; client presentations; public speaking; team workshops; conflict resolution; resilient problem solving; calm under pressure; deadline management.",41,74,74,52,83
"Machine Learning Intern resume. Computer Science degree. Skills: NLP, Node.js, TensorFlow, Machine Learning, Git, Python, Docker, C++. Experience: delivered 4 projects. Highlights: creative experimentation; curious research; innovative ideas; organized planning; attention to detail; structured documentation; community events; team workshops; public speaking; team support; empathetic communication; calm under pressure.",77,76,73,77,40
"Web Developer resume. Bachelor of Science. Skills: Git, AWS, Python, Docker, React, Java, SQL, Excel. Experience: delivered 4 projects. Highlights: learning new technologies; reliable delivery; community events; client presentations; public speaking; empathetic communication; cross-functional collaboration; steady decision making; deadline management.",55,34,78,74,65
"Machine Learning Intern resume. Bachelor of Science. Skills: NLP, Excel, TensorFlow, AWS. Experience: delivered 1 projects. Highlights: innovative ideas; organized planning; client presentations; cross-functional collaboration; deadline management; adaptable execution.",39,47,47,43,52
"Web Developer resume. Bachelor of Technology. Skills: Python, C++, Docker, AWS. Experience: delivered 2 projects. Highlights: design thinking; curious research; organized planning; community events; stakeholder engagement; cross-functional collaboration; deadline management; calm under pressure.",63,50,52,34,50
"Product Associate resume. Computer Science degree. Skills: SQL, NLP, Excel, Docker, React, Java, Python. Experience: delivered 4 projects. Highlights: learning new technologies; organized planning; quality assurance; client presentations; conflict resolution; calm under pressure; steady decision making; resilient problem solving.",39,65,38,57,74
"Product Associate resume. Computer Science degree. Skills: Excel, Java, React, NLP, JavaScript, Machine Learning, Node.js, AWS. Experience: delivered 5 projects. Highlights: innovative ideas; creative experimentation; curious research; quality assurance; reliable delivery; community events; team workshops; client presentations; cross-functional collaboration; conflict resolution; team support; calm under pressure.",86,63,73,71,49
"Machine Learning Intern resume. Master of Computer Applications. Skills: Node.js, NLP, Machine Learning, JavaScript, Power BI, Git. Experience: delivered 3 projects. Highlights: creative experimentation; curious research; reliable delivery; community events; mentoring peers; adaptable execution.",61,43,51,44,31
"Web Developer resume. Master of Computer Applications. Skills: React, TensorFlow, Git, Power BI, Excel, NLP. Experience: delivered 5 projects. Highlights: curious research; creative experimentation; attention to detail; community events; client presentations; mentoring peers; team support; cross-functional collaboration; resilient problem solving; adaptable execution; calm under pressure.",62,34,63,76,79
"Product Associate resume. Bachelor of Science. Skills: NLP, React, Java, Git, AWS, Docker, Excel. Experience: delivered 1 projects. Highlights: innovative ideas; curious research; organized planning; structured documentation; client presentations; stakeholder engagement; community events; cross-functional collaboration; resilient problem solving; adaptable execution.",65,63,76,53,67
"Data Analyst resume. Master of Computer Applications. Skills: Python, C++, React, Excel, Node.js, JavaScript. Experience: delivered 2 projects. Highlights: design thinking; creative experimentation; attention to detail; public speaking; mentoring peers; empathetic communication; adaptable execution.",58,34,36,59,37
"Data Analyst resume. Master of Computer Applications. Skills: AWS, React, Node.js, Git. Experience: delivered 3 projects. Highlights: creative experimentation; curious research; reliable delivery; organized planning; client presentations; empathetic communication; deadline management.",56,66,50,45,41
"Data Analyst resume. Master of Computer Applications. Skills: Docker, TensorFlow, React, Python, NLP, Java, Excel, Node.js. Experience: delivered 2 projects. Highlights: creative experimentation; design thinking; learning new technologies; attention to detail; team workshops; community events; conflict resolution; mentoring peers; team support; steady decision making; adaptable execution.",71,47,57,74,60
"Machine Learning Intern resume. Computer Science degree. Skills: Machine Learning, Docker, Excel, TensorFlow, C++. Experience: delivered 5 projects. Highlights: design thinking; quality assurance; structured documentation; organized planning; client presentations; stakeholder engagement; public speaking; conflict resolution; calm under pressure.",43,73,87,50,43
"Data Analyst resume. Master of Computer Applications. Skills: React, C++, Git, Java, Docker. Experience: delivered 4 projects. Highlights: design thinking; learning new technologies; structured documentation; stakeholder engagement; public speaking; conflict resolution; mentoring peers; team support; adaptable execution; calm under pressure.",66,44,58,76,59
"Product Associate resume. Computer Science degree. Skills: Python, Git, Machine Learning, NLP, AWS, Docker, Java, Excel. Experience: delivered 3 projects. Highlights: design thinking; creative experimentation; attention to detail; organized planning; public speaking; mentoring peers; team support; resilient problem solving.",62,73,52,54,45
"Software Engineer resume. Master of Computer Applications. Skills: Machine Learning, C++, TensorFlow, SQL, Node.js, React, Power BI, Java. Experience: delivered 1 projects. Highlights: curious research; learning new technologies; attention to detail; reliable delivery; client presentations; team support; cross-functional collaboration; steady decision making.",62,57,53,59,31
"Web Developer resume. Bachelor of Technology. Skills: Node.js, Java, AWS, Docker, Power BI, NLP. Experience: delivered 4 projects. Highlights: innovative ideas; design thinking; reliable delivery; public speaking; team workshops; conflict resolution; resilient problem solving; steady decision making; calm under pressure.",72,42,60,58,79
"Product Associate resume. Computer Science degree. Skills: Java, React, Docker, Power BI, Excel, C++. Experience: delivered 5 projects. Highlights: curious research; design thinking; innovative ideas; attention to detail; structured documentation; team workshops; stakeholder engagement; public speaking; mentoring peers; steady decision making; calm under pressure.",78,65,75,41,55
"Business Analyst resume. Bachelor of Technology. Skills: TensorFlow, Excel, Docker, Power BI, Machine Learning, Node.js, AWS. Experience: delivered 5 projects. Highlights: innovative ideas; organized planning; structured documentation; public speaking; team support; empathetic communication; deadline management.",30,64,44,72,41
"Web Developer resume. Master of Computer Applications. Skills: Git, SQL, AWS, NLP, C++. Experience: delivered 1 projects. Highlights: design thinking; learning new technologies; curious research; attention to detail; stakeholder engagement; cross-functional collaboration; adaptable execution; deadline management.",84,40,42,46,55
"Product Associate resume. Bachelor of Technology. Skills: React, C++, Node.js, TensorFlow, Machine Learning, SQL. Experience: delivered 3 projects. Highlights: creative experimentation; quality assurance; stakeholder engagement; client presentations; community events; empathetic communication; cross-functional collaboration; deadline management.",43,35,70,68,46
"Web Developer resume. Computer Science degree. Skills: C++, Java, React, JavaScript, Excel, Node.js, Docker. Experience: delivered 2 projects. Highlights: learning new technologies; curious research; organized planning; team workshops; conflict resolution; mentoring peers; deadline management; calm under pressure.",62,34,45,46,57
"Product Associate resume. Bachelor of Technology. Skills: Machine Learning, AWS, NLP, Git, Power BI. Experience: delivered 1 projects. Highlights: design thinking; learning new technologies; curious research; attention to detail; organized planning; team workshops; mentoring peers; cross-functional collaboration; empathetic communication; adaptable execution.",74,72,49,72,51
"Data Analyst resume. Bachelor of Science. Skills: Power BI, NLP, SQL, Docker, Python. Experience: delivered 3 projects. Highlights: innovative ideas; structured documentation; attention to detail; quality assurance; team workshops; community events; conflict resolution; mentoring peers; deadline management; adaptable execution; steady decision making.",56,75,62,54,80
"Software Engineer resume. Bachelor of Technology. Skills: Git, JavaScript, Node.js, React, Machine Learning, Python, C++. Experience: delivered 4 projects. Highlights: curious research; learning new technologies; design thinking; quality assurance; organized planning; public speaking; cross-functional collaboration; conflict resolution; team support; steady decision making.",75,71,53,80,39
"Web Developer resume. Computer Science degree. Skills: SQL, Machine Learning, TensorFlow, React. Experience: delivered 2 projects. Highlights: learning new technologies; creative experimentation; organized planning; reliable delivery; client presentations; team workshops; stakeholder engagement; mentoring peers; conflict resolution; deadline management.",62,59,78,52,53
"Product Associate resume. Master of Computer Applications. Skills: JavaScript, SQL, TensorFlow, Python, Excel, Node.js, C++. Experience: delivered 2 projects. Highlights: design thinking; creative experimentation; attention to detail; public speaking; cross-functional collaboration; adaptable execution.",66,45,42,48,34
"Data Analyst resume. Bachelor of Science. Skills: NLP, Python, Java, Docker. Experience: delivered 3 projects. Highlights: curious research; structured documentation; organized planning; reliable delivery; community events; cross-functional collaboration; mentoring peers; team support; steady decision making; deadline management.",45,85,32,74,69
"Web Developer resume. Bachelor of Science. Skills: Excel, Java, TensorFlow, JavaScript. Experience: delivered 1 projects. Highlights: creative experimentation; organized planning; public speaking; empathetic communication; calm under pressure; resilient problem solving.",51,48,43,36,62
"Product Associate resume. Master of Computer Applications. Skills: SQL, AWS, Java, JavaScript, Python. Experience: delivered 1 projects. Highlights: design thinking; curious research; quality assurance; attention to detail; community events; mentoring peers; conflict resolution; calm under pressure; resilient problem solving.",59,67,41,55,58
"Business Analyst resume. Master of Computer Applications. Skills: Git, SQL, Power BI, Machine Learning, NLP, JavaScript, Node.js, Java. Experience: delivered 4 projects. Highlights: innovative ideas; design thinking; organized planning; client presentations; team workshops; mentoring peers; steady decision making.",61,48,60,49,38
"Data Analyst resume. Computer Science degree. Skills: Python, NLP, Excel, SQL, Node.js. Experience: delivered 2 projects. Highlights: curious research; innovative ideas; learning new technologies; structured documentation; organized planning; attention to detail; client presentations; stakeholder engagement; team workshops; conflict resolution; resilient problem solving; calm under pressure.",78,92,76,44,60
"Web Developer resume. Master of Computer Applications. Skills: Git, Power BI, AWS, JavaScript, Node.js, Excel, Python, Docker. Experience: delivered 1 projects. Highlights: learning new technologies; innovative ideas; creative experimentation; attention to detail; stakeholder engagement; empathetic communication; calm under pressure; resilient problem solving.",74,49,36,44,54
"Software Engineer resume. Bachelor of Science. Skills: JavaScript, Git, TensorFlow, Python, SQL, Java. Experience: delivered 1 projects. Highlights: curious research; quality assurance; organized planning; reliable delivery; team workshops; community events; conflict resolution; mentoring peers; adaptable execution.",47,81,59,57,55
"Business Analyst resume. Bachelor of Science. Skills: JavaScript, Power BI, React, Excel, Docker, C++. Experience: delivered 3 projects. Highlights: curious research; design thinking; creative experimentation; quality assurance; client presentations; mentoring peers; deadline management.",74,42,58,44,37
"Product Associate resume. Computer Science degree. Skills: Machine Learning, NLP, Power BI, Docker, JavaScript, Git, Python. Experience: delivered 1 projects. Highlights: innovative ideas; structured documentation; organized planning; public speaking; stakeholder engagement; mentoring peers; empathetic communication; conflict resolution; deadline management.",50,67,66,73,47
"Software Engineer resume. Bachelor of Technology. Skills: Git, SQL, AWS, JavaScript, C++, React, Power BI, NLP. Experience: delivered 5 projects. Highlights: design thinking; curious research; learning new technologies; structured documentation; stakeholder engagement; public speaking; team workshops; team support; mentoring peers; adaptable execution.",82,56,69,64,44
"Web Developer resume. Master of Computer Applications. Skills: JavaScript, React, Excel, Docker, Node.js, AWS, Machine Learning, Git. Experience: delivered 1 projects. Highlights: learning new technologies; design thinking; innovative ideas; reliable delivery; structured documentation; attention to detail; public speaking; client presentations; mentoring peers; cross-functional collaboration; calm under pressure; deadline management.",83,82,54,68,57
"Software Engineer resume. Bachelor of Technology. Skills: React, NLP, Java, TensorFlow, JavaScript, Python. Experience: delivered 4 projects. Highlights: curious research; learning new technologies; creative experimentation; reliable delivery; organized planning; team workshops; public speaking; conflict resolution; mentoring peers; team support; resilient problem solving.",73,55,67,84,52
"Data Analyst resume. Master of Computer Applications. Skills: TensorFlow, NLP, Excel, AWS. Experience: delivered 2 projects. Highlights: curious research; learning new technologies; attention to detail; structured documentation; quality assurance; public speaking; stakeholder engagement; community events; team support; deadline management; calm under pressure.",64,91,65,37,65
"Data Analyst resume. Computer Science degree. Skills: JavaScript, AWS, C++, Power BI, Excel. Experience: delivered 2 projects. Highlights: curious research; learning new technologies; creative experimentation; organized planning; quality assurance; stakeholder engagement; community events; public speaking; team support; deadline management.",78,55,77,49,36
"Software Engineer resume. Master of Computer Applications. Skills: SQL, Java, TensorFlow, JavaScript, C++, Node.js, Excel, Docker. Experience: delivered 1 projects. Highlights: curious research; design thinking; organized planning; team workshops; community events; team support; mentoring peers; deadline management.",67,43,65,73,46
"Business Analyst resume. Master of Computer Applications. Skills: Machine Learning, Excel, Python, Docker, NLP. Experience: delivered 4 projects. Highlights: learning new technologies; creative experimentation; organized planning; client presentations; public speaking; community events; conflict resolution; calm under pressure; adaptable execution.",64,36,64,45,58
"Web Developer resume. Bachelor of Science. Skills: Git, Java, Power BI, Docker. Experience: delivered 1 projects. Highlights: innovative ideas; design thinking; reliable delivery; quality assurance; organized planning; public speaking; stakeholder engagement; mentoring peers; cross-functional collaboration; empathetic communication; steady decision making; calm under pressure.",65,82,54,81,64
"Data Analyst resume. Computer Science degree. Skills: Java, Python, Excel, Power BI, AWS, Git. Experience: delivered 4 projects. Highlights: curious research; innovative ideas; design thinking; quality assurance; stakeholder engagement; community events; empathetic communication; calm under pressure; steady decision making; adaptable execution.",75,38,64,52,79
"Business Analyst resume. Computer Science degree. Skills: Git, Excel, SQL, Node.js, TensorFlow. Experience: delivered 2 projects. Highlights: learning new technologies; design thinking; innovative ideas; organized planning; structured documentation; attention to detail; community events; team workshops; public speaking; empathetic communication; adaptable execution; calm under pressure.",74,73,85,39,53
"Web Developer resume. Computer Science degree. Skills: C++, Docker, Excel, Node.js, React, Power BI. Experience: delivered 1 projects. Highlights: curious research; design thinking; attention to detail; team workshops; client presentations; cross-functional collaboration; mentoring peers; team support; calm under pressure; resilient problem solving.",60,41,65,79,73
"Software Engineer resume. Master of Computer Applications. Skills: Node.js, SQL, C++, Java, Power BI. Experience: delivered 5 projects. Highlights: learning new technologies; creative experimentation; innovative ideas; reliable delivery; team workshops; client presentations; team support; mentoring peers; conflict resolution; deadline management; adaptable execution; calm under pressure.",75,41,70,77,79
"Web Developer resume. Bachelor of Science. Skills: Docker, AWS, Excel, Java, TensorFlow, JavaScript, Machine Learning. Experience: delivered 1 projects. Highlights: curious research; reliable delivery; structured documentation; quality assurance; client presentations; team support; cross-functional collaboration; adaptable execution; resilient problem solving.",50,85,47,78,54
"Product Associate resume. Master of Computer Applications. Skills: AWS, Node.js, Machine Learning, Power BI, SQL, Java, Git, React. Experience: delivered 4 projects. Highlights: curious research; innovative ideas; attention to detail; stakeholder engagement; community events; empathetic communication; team support; resilient problem solving; calm under pressure.",60,35,68,61,49
"Web Developer resume. Computer Science degree. Skills: Machine Learning, Docker, AWS, Java. Experience: delivered 3 projects. Highlights: curious research; organized planning; attention to detail; stakeholder engagement; mentoring peers; team support; conflict resolution; resilient problem solving.",38,52,44,76,43
"Web Developer resume. Computer Science degree. Skills: Git, TensorFlow, JavaScript, NLP, Excel, C++. Experience: delivered 3 projects. Highlights: innovative ideas; design thinking; learning new technologies; attention to detail; structured documentation; client presentations; team workshops; team support; adaptable execution; calm under pressure.",83,60,62,47,69
"Data Analyst resume. Bachelor of Technology. Skills: C++, Python, SQL, AWS, Git. Experience: delivered 1 projects. Highlights: creative experimentation; reliable delivery; community events; cross-functional collaboration; empathetic communication; mentoring peers; deadline management.",45,43,42,88,43
"Web Developer resume. Computer Science degree. Skills: Excel, Power BI, C++, TensorFlow, Java, SQL, Git. Experience: delivered 3 projects. Highlights: curious research; learning new technologies; attention to detail; organized planning; structured documentation; team workshops; stakeholder engagement; mentoring peers; team support; conflict resolution; adaptable execution; resilient problem solving.",62,75,55,68,60
"Product Associate resume. Computer Science degree. Skills: Excel, NLP, JavaScript, Docker. Experience: delivered 3 projects. Highlights: creative experimentation; design thinking; learning new technologies; organized planning; structured documentation; reliable delivery; community events; team workshops; cross-functional collaboration; mentoring peers; steady decision making.",79,72,57,61,36
"Data Analyst resume. Bachelor of Science. Skills: Java, NLP, Machine Learning, Power BI, TensorFlow, SQL, React, C++. Experience: delivered 1 projects. Highlights: design thinking; curious research; structured documentation; client presentations; mentoring peers; conflict resolution; calm under pressure.",68,36,38,54,43
"Data Analyst resume. Computer Science degree. Skills: Machine Learning, Node.js, AWS, C++. Experience: delivered 1 projects. Highlights: curious research; design thinking; attention to detail; organized planning; community events; public speaking; cross-functional collaboration; calm under pressure.",65,62,57,32,41
"Data Analyst resume. Bachelor of Science. Skills: Machine Learning, React, Power BI, SQL, TensorFlow, Python, Java, NLP. Experience: delivered 3 projects. Highlights: innovative ideas; quality assurance; stakeholder engagement; empathetic communication; mentoring peers; steady decision making; adaptable execution; deadline management.",45,55,37,72,87
"Machine Learning Intern resume. Computer Science degree. Skills: Node.js, C++, Docker, TensorFlow, JavaScript, Excel, Git, SQL. Experience: delivered 2 projects. Highlights: design thinking; reliable delivery; public speaking; team workshops; community events; conflict resolution; mentoring peers; calm under pressure.",38,39,73,69,49
"Software Engineer resume. Computer Science degree. Skills: Python, NLP, React, SQL, Node.js, Power BI, Machine Learning. Experience: delivered 1 projects. Highlights: innovative ideas; curious research; reliable delivery; community events; conflict resolution; empathetic communication; mentoring peers; resilient problem solving; steady decision making; adaptable execution.",72,50,38,67,79
"Business Analyst resume. Computer Science degree. Skills: JavaScript, Machine Learning, Power BI, Node.js. Experience: delivered 1 projects. Highlights: innovative ideas; curious research; attention to detail; reliable delivery; organized planning; client presentations; mentoring peers; empathetic communication; deadline management; calm under pressure.",57,70,42,61,56
"Web Developer resume. Bachelor of Science. Skills: Machine Learning, NLP, Docker, Git, Java, JavaScript, Node.js, Python. Experience: delivered 2 projects. Highlights: design thinking; innovative ideas; quality assurance; organized planning; client presentations; team workshops; stakeholder engagement; mentoring peers; empathetic communication; steady decision making.",55,51,86,68,45
"Web Developer resume. Bachelor of Technology. Skills: Machine Learning, Node.js, Java, Docker, C++, React, Excel. Experience: delivered 3 projects. Highlights: creative experimentation; reliable delivery; attention to detail; community events; stakeholder engagement; mentoring peers; empathetic communication; conflict resolution; steady decision making.",48,59,75,83,53
